id,doi,title,authorString,authorAffiliations,journalTitle,pubYear,abstract
30887727,https://doi.org/10.1002/ppul.24314,Physical activity among children with asthma: Cross-sectional analysis in the UK millennium cohort.,"Pike KC, Griffiths LJ, Dezateux C, Pearce A.","Infection, Immunity and Inflammation Academic Programme, Great Ormond Street Institute of Child Health, University College London, London, UK.; Health Data Research UK, Wales and Northern Ireland, Swansea University Medical School, Swansea, UK.; Centre for Primary Care and Public Health, Barts and the London School of Medicine and Dentistry, Queen Mary University of London, London, UK.; MRC/CSO Social and Public Health Sciences Unit, University of Glasgow, Glasgow, UK.",Pediatric pulmonology,2019,"BACKGROUND:Although beneficial for health and well-being, most children do not achieve recommended levels of physical activity. Evidence for children with asthma is mixed, with symptom severity rarely considered. This paper aimed to address this gap. METHODS:We analyzed cross-sectional associations between physical activity and parent-reported asthma symptoms and severity for 6497 UK Millennium Cohort Study 7-year-old participants (3321, [49%] girls). Primary outcomes were daily moderate-to-vigorous physical activity (MVPA, minutes) and proportion of children achieving recommended minimum daily levels of 60 minutes of MVPA. Daily steps, sedentary time, and total activity counts per minute (cpm) were recorded, as were parent-reported asthma symptoms, medications, and recent hospital admissions. Associations were investigated using quantile (continuous outcomes) and Poisson (binary outcomes) regression, adjusting for demographic, socioeconomic, health, and environmental factors. RESULTS:Neither asthma status nor severity was associated with MVPA; children recently hospitalized for asthma were less likely to achieve recommended daily MVPA (risk ratio [95% confidence interval [CI]]: 0.67 [0.44, 1.03]). Recent wheeze, current asthma, and severe asthma symptoms were associated with fewer sedentary hours (difference in medians [95% CI]: -0.18 [-0.27, -0.08]; -0.14 [-0.24, -0.05]; -0.15, [-0.28, -0.02], respectively) and hospital admission with lower total activity (-48 cpm [-68, -28]). CONCLUSION:Children with asthma are as physically active as their asthma-free counterparts, while those recently hospitalized for asthma are less active. Qualitative studies are needed to understand the perceptions of children and families about physical activity following hospital admission and to inform support and advice needed to maintain active lifestyles for children with asthma."
30729733,https://doi.org/10.1111/ijpo.12512,Predictors of objectively measured physical activity in 12-month-old infants: A study of linked birth cohort data with electronic health records.,"Raza H, Zhou SM, Todd C, Christian D, Marchant E, Morgan K, Khanom A, Hill R, Lyons RA, Brophy S.","The School of Computer Science and Electronic Engineering, University of Essex, Colchester, UK.; Health Data Research UK, Swansea University, Swansea, UK.; Health Data Research UK, Swansea University, Swansea, UK.; Department of Sport and Physical Activity, Edge Hill University, Ormskirk, UK.; Health Data Research UK, Swansea University, Swansea, UK.; DECIPHer, School of Social Sciences, Cardiff University, Cardiff, UK.; Health Data Research UK, Swansea University, Swansea, UK.; Abertawe Bro Morgannwg University Health Board (ABM UHB), Port Talbot, UK.; Health Data Research UK, Swansea University, Swansea, UK.; Health Data Research UK, Swansea University, Swansea, UK.",Pediatric obesity,2019,"BACKGROUND:Physical activity (PA) levels are associated with long-term health, and levels of PA when young are predictive of adult activity levels. OBJECTIVES:This study examines factors associated with PA levels in 12-month infants. METHOD:One hundred forty-one mother-infant pairs were recruited via a longitudinal birth cohort study (April 2010 to March 2013). The PA level was collected using accelerometers and linked to postnatal notes and electronic medical records via the Secure Anonymised Information Linkage databank. Univariable and multivariable linear regressions were used to examine the factors associated with PA levels. RESULTS:Using univariable analysis, higher PA was associated with the following (P value less than 0.05): being male, larger infant size, healthy maternal blood pressure levels, full-term gestation period, higher consumption of vegetables (infant), lower consumption of juice (infant), low consumption of adult crisps (infant), longer breastfeeding duration, and more movement during sleep (infant) but fewer night wakings. Combined into a multivariable regression model (R2  = 0.654), all factors remained significant, showing lower PA levels were associated with female gender, smaller infant, preterm birth, higher maternal blood pressure, low vegetable consumption, high crisp consumption, and less night movement. CONCLUSION:The PA levels of infants were strongly associated with both gestational and postnatal environmental factors. Healthy behaviours appear to cluster, and a healthy diet was associated with a more active infant. Boys were substantially more active than girls, even at age 12 months. These findings can help inform interventions to promote healthier lives for infants and to understand the determinants of their PA levels."
31113941,https://doi.org/10.1038/s41467-019-10417-4,Author Correction: Towards a data-integrated cell.,"Malod-Dognin N, Petschnigg J, Windels SFL, Povh J, Hemingway H, Ketteler R, Pržulj N.","Department of Computer Science, University College London, London, WC1E 6BT, UK.; Department of Computer Science, University College London, London, WC1E 6BT, UK.; Department of Computer Science, University College London, London, WC1E 6BT, UK.; Faculty of Mechanical Engineering, University of Ljubljana, Ljubljana, 1000, Slovenia.; Health Data Research UK London, University College London, London, WC1E 6BT, UK.; MRC Laboratory for Molecular Cell Biology, University College London, London, WC1E 6BT, UK.; Department of Computer Science, University College London, London, WC1E 6BT, UK. natasa@cs.ucl.ac.uk.",Nature communications,2019,"The original version of this Article contained an error in the spelling of the author Harry Hemingway, which was incorrectly given as Harry Hemmingway. This has been corrected in both the PDF and HTML versions of the Article."
31040096,https://doi.org/10.1016/s2352-4642(19)30114-2,"Antimicrobial-impregnated central venous catheters for prevention of neonatal bloodstream infection (PREVAIL): an open-label, parallel-group, pragmatic, randomised controlled trial.","Gilbert R, Brown M, Rainford N, Donohue C, Fraser C, Sinha A, Dorling J, Gray J, McGuire W, Gamble C, Oddie SJ, PREVAIL trial team.","UCL Great Ormond Street Institute of Child Health, London, UK; Health Data Research UK, London, UK. Electronic address: r.gilbert@ucl.ac.uk.; Clinical Trials Research Centre, Department of Biostatistics, University of Liverpool, Liverpool, UK.; Clinical Trials Research Centre, Department of Biostatistics, University of Liverpool, Liverpool, UK.; Clinical Trials Research Centre, Department of Biostatistics, University of Liverpool, Liverpool, UK.; UCL Great Ormond Street Institute of Child Health, London, UK.; Barts Health NHS Trust, London, UK; Blizard Institute, Queen Mary University of London, London, UK.; Division of Neonatal-Perinatal Medicine, Dalhousie University IWK Health Centre, Halifax, NS, Canada.; Birmingham Women's and Children's NHS Foundation Trust, Birmingham, UK.; Centre for Reviews and Dissemination, University of York, York, UK.; Clinical Trials Research Centre, Department of Biostatistics, University of Liverpool, Liverpool, UK.; Centre for Reviews and Dissemination, University of York, York, UK; Bradford Institute for Health Research, Bradford Royal Infirmary, Bradford, UK.",The Lancet. Child & adolescent health,2019,"BACKGROUND:Bloodstream infection is associated with high mortality and serious morbidity in preterm babies. Evidence from clinical trials shows that antimicrobial-impregnated central venous catheters (CVCs) reduce catheter-related bloodstream infection in adults and children receiving intensive care, but there is a paucity of similar evidence for babies receiving neonatal intensive care. METHODS:This open-label, parallel-group, pragmatic, randomised controlled trial was done in 18 neonatal intensive care units in England. Newborn babies who needed a peripherally inserted CVC (PICC) were allocated randomly (1:1) to receive either a PICC impregnated with miconazole and rifampicin or a standard (non-antimicrobial-impregnated) PICC. Random allocation was done with a web-based program, which was centrally controlled to ensure allocation concealment. Randomisation sequences were computer-generated in random blocks of two and four, and stratified by site. Masking of clinicians to PICC allocation was impractical because rifampicin caused brown staining of the antimicrobial-impregnated PICC. However, participant inclusion in analyses and occurrence of outcome events were determined following an analysis plan that was specified before individuals saw the unblinded data. The primary outcome was the time from random allocation to first microbiologically confirmed bloodstream or cerebrospinal fluid (CSF) infection between 24 h after randomisation and 48 h after PICC removal or death. We analysed outcome data according to the intention-to-treat principle. We excluded babies for whom a PICC was not inserted from safety analyses, as these analyses were done with groups defined by the PICC used. This trial is registered with ISRCTN, number 81931394. FINDINGS:Between Aug 12, 2015, and Jan 11, 2017, we randomly assigned 861 babies (754 [88%] born before 32 weeks of gestation) to receive an antimicrobial-impregnated PICC (430 babies) or standard PICC (431 babies). The median time to PICC removal was 8·20 days (IQR 4·77-12·13) in the antimicrobial-impregnated PICC group versus 7·86 days (5·00-12·53) days in the standard PICC group (hazard ratio [HR] 1·03, 95% CI 0·89-1·18, p=0·73), with 46 (11%) of 430 babies versus 44 (10%) of 431 babies having a microbiologically confirmed bloodstream or CSF infection. The time from random allocation to first bloodstream or CSF infection was similar between the two groups (HR 1·11, 95% CI 0·73-1·67, p=0·63). Secondary outcomes relating to infection, rifampicin resistance in positive blood or CSF cultures, mortality, clinical outcomes at neonatal unit discharge, and time to PICC removal were similar between the two groups, although rifampicin resistance in positive cultures of PICC tips was higher in the antimicrobial-impregnated PICC group (relative risk 3·51, 95% CI 1·16-10·57, p=0·018). 60 adverse events were reported from 49 (13%) patients in the antimicrobial-impregnated PICC group and 50 events from 45 (10%) babies in the standard PICC group. INTERPRETATION:We found no evidence of benefit or harm associated with miconazole and rifampicin-impregnated PICCs compared with standard PICCs for newborn babies. Future research should focus on other types of antimicrobial impregnation of PICCs and alternative approaches for preventing infection. FUNDING:UK National Institute for Health Research Health Technology Assessment programme."
30102210,https://doi.org/10.1016/s1470-2045(18)30425-x,A roadmap for restoring trust in Big Data.,"Lawler M, Morris AD, Sullivan R, Birney E, Middleton A, Makaroff L, Knoppers BM, Horgan D, Eggermont A.","Centre for Cancer Research and Cell Biology, Queen's University Belfast, Belfast BT9 7BL, UK; European Alliance for Personalised Medicine, Brussels, Belgium; Global Alliance for Genomics and Health, Boston, MA, USA; Health Data Research UK, London, UK. Electronic address: mark.lawler@qub.ac.uk.; Health Data Research UK, London, UK.; Institute for Cancer Policy, Kings College London, London, UK.; Global Alliance for Genomics and Health, Boston, MA, USA; European Molecular Biology Laboratory, European Bioinformatics Institute, Cambridge, UK.; Global Alliance for Genomics and Health, Boston, MA, USA; Welcome Genome Campus, Society and Ethics Research, Cambridge, UK.; European Cancer Patient Coalition, Brussels, Belgium; University of Leuven, Leuven, Belgium.; Global Alliance for Genomics and Health, Boston, MA, USA; Centre for Genomics and Policy, McGill University, Montreal, QC, Canada.; European Alliance for Personalised Medicine, Brussels, Belgium.; European Alliance for Personalised Medicine, Brussels, Belgium; Gustave Roussy Cancer Campus Grand Paris, Villejuif, France.",The Lancet. Oncology,2018,
30928767,https://doi.org/10.1016/j.evalprogplan.2019.03.002,Understanding the factors that influence health promotion evaluation: The development and validation of the evaluation practice analysis survey.,"Schwarzman J, Bauman A, Gabbe BJ, Rissel C, Shilton T, Smith BJ.","School of Public Health and Preventive Medicine, Monash University, 553 St Kilda Road, Melbourne, VIC, 3004, Australia. Electronic address: joanna.schwarzman@monash.edu.; Prevention Research Collaboration, School of Public Health, The University of Sydney, Sydney, NSW 2006, Australia.; School of Public Health and Preventive Medicine, Monash University, 553 St Kilda Road, Melbourne, VIC, 3004, Australia; Health Data Research UK, Swansea UniversityMedical School, Swansea University, Singleton Park, Swansea, SA2 8PP, Wales, UK.; Prevention Research Collaboration, School of Public Health, The University of Sydney, Sydney, NSW 2006, Australia.; National Heart Foundation of Australia, 334 Rokeby Road, Subiaco, WA 6008, Australia.; School of Public Health and Preventive Medicine, Monash University, 553 St Kilda Road, Melbourne, VIC, 3004, Australia; Prevention Research Collaboration, School of Public Health, The University of Sydney, Sydney, NSW 2006, Australia.",Evaluation and program planning,2019,"The demand for improved quality of health promotion evaluation and greater capacity to undertake evaluation is growing, yet evidence of the challenges and facilitators to evaluation practice within the health promotion field is lacking. A limited number of evaluation capacity measurement instruments have been validated in government or non-government organisations (NGO), however there is no instrument designed for health promotion organisations. This study aimed to develop and validate an Evaluation Practice Analysis Survey (EPAS) to examine evaluation practices in health promotion organisations. Qualitative interviews, existing frameworks and instruments informed the survey development. Health promotion practitioners from government agencies and NGOs completed the survey (n = 169). Principal components analysis was used to determine scale structure and Cronbach's α used to estimate internal reliability. Logistic regression was conducted to assess predictive validity of selected EPAS scale. The final survey instrument included 25 scales (125 items). The EPAS demonstrated good internal reliability (α > 0.7) for 23 scales. Dedicated resources and time for evaluation, leadership, organisational culture and internal support for evaluation showed promising predictive validity. The EPAS can be used to describe elements of evaluation capacity at the individual, organisational and system levels and to guide initiatives to improve evaluation practice in health promotion organisations."
30778056,https://doi.org/10.1038/s41467-019-08797-8,Towards a data-integrated cell.,"Malod-Dognin N, Petschnigg J, Windels SFL, Povh J, Hemingway H, Ketteler R, Pržulj N.","Department of Computer Science, University College London, London, WC1E 6BT, UK.; Department of Computer Science, University College London, London, WC1E 6BT, UK.; Department of Computer Science, University College London, London, WC1E 6BT, UK.; Faculty of Mechanical Engineering, University of Ljubljana, Ljubljana, 1000, Slovenia.; Health Data Research UK London, University College London, London, WC1E 6BT, UK.; MRC Laboratory for Molecular Cell Biology, University College London, London, WC1E 6BT, UK.; Department of Computer Science, University College London, London, WC1E 6BT, UK. natasa@cs.ucl.ac.uk.",Nature communications,2019,"We are increasingly accumulating molecular data about a cell. The challenge is how to integrate them within a unified conceptual and computational framework enabling new discoveries. Hence, we propose a novel, data-driven concept of an integrated cell, iCell. Also, we introduce a computational prototype of an iCell, which integrates three omics, tissue-specific molecular interaction network types. We construct iCells of four cancers and the corresponding tissue controls and identify the most rewired genes in cancer. Many of them are of unknown function and cannot be identified as different in cancer in any specific molecular network. We biologically validate that they have a role in cancer by knockdown experiments followed by cell viability assays. We find additional support through Kaplan-Meier survival curves of thousands of patients. Finally, we extend this analysis to uncover pan-cancer genes. Our methodology is universal and enables integrative comparisons of diverse omics data over cells and tissues."
30727941,https://doi.org/10.1186/s12859-019-2633-8,DeepPVP: phenotype-based prioritization of causative variants using deep learning.,"Boudellioua I, Kulmanov M, Schofield PN, Gkoutos GV, Hoehndorf R.","Computational Bioscience Research Center (CBRC), King Abdullah University of Science and Technology, 4700 KAUST, Thuwal, 23955-6900, Kingdom of Saudi Arabia.; Computational Bioscience Research Center (CBRC), King Abdullah University of Science and Technology, 4700 KAUST, Thuwal, 23955-6900, Kingdom of Saudi Arabia.; Department of Physiology, Development & Neuroscience, University of Cambridge, Downing Street, Cambridge, CB2 3EG, UK.; College of Medical and Dental Sciences, Institute of Cancer and Genomic Sciences, Centre for Computational Biology, University of Birmingham, Birmingham, B15 2TT, UK.; Computational Bioscience Research Center (CBRC), King Abdullah University of Science and Technology, 4700 KAUST, Thuwal, 23955-6900, Kingdom of Saudi Arabia. robert.hoehndorf@kaust.edu.sa.",BMC bioinformatics,2019,"BACKGROUND:Prioritization of variants in personal genomic data is a major challenge. Recently, computational methods that rely on comparing phenotype similarity have shown to be useful to identify causative variants. In these methods, pathogenicity prediction is combined with a semantic similarity measure to prioritize not only variants that are likely to be dysfunctional but those that are likely involved in the pathogenesis of a patient's phenotype. RESULTS:We have developed DeepPVP, a variant prioritization method that combined automated inference with deep neural networks to identify the likely causative variants in whole exome or whole genome sequence data. We demonstrate that DeepPVP performs significantly better than existing methods, including phenotype-based methods that use similar features. DeepPVP is freely available at https://github.com/bio-ontology-research-group/phenomenet-vp . CONCLUSIONS:DeepPVP further improves on existing variant prioritization methods both in terms of speed as well as accuracy."
30659777,https://doi.org/10.1111/ijpo.12505,Are children with clinical obesity at increased risk of inpatient hospital admissions? An analysis using linked electronic health records in the UK millennium cohort study.,"Griffiths LJ, Cortina-Borja M, Bandyopadhyay A, Tingay K, De Stavola BL, Bedford H, Akbari A, Firman N, Lyons RA, Dezateux C.","Health Data Research UK, Wales and Northern Ireland, Swansea University Medical School, Swansea, UK.; Clinical Epidemiology, Nutrition and Biostatistics, UCL Great Ormond Street Institute of Child Health, London, UK.; National Centre for Population Health and Wellbeing Research, Swansea University Medical School, Swansea, UK.; Administrative Data Research Centre Wales, Swansea University Medical School, Swansea, UK.; Clinical Epidemiology, Nutrition and Biostatistics, UCL Great Ormond Street Institute of Child Health, London, UK.; Life Course Epidemiology and Biostatistics, UCL Great Ormond Street Institute of Child Health, London, UK.; Health Data Research UK, Wales and Northern Ireland, Swansea University Medical School, Swansea, UK.; Life Course Epidemiology and Biostatistics, UCL Great Ormond Street Institute of Child Health, London, UK.; Health Data Research UK, Wales and Northern Ireland, Swansea University Medical School, Swansea, UK.; Life Course Epidemiology and Biostatistics, UCL Great Ormond Street Institute of Child Health, London, UK.",Pediatric obesity,2019,"BACKGROUND:Few studies have examined health service utilization of children with overweight or obesity by using linked electronic health records (EHRs). OBJECTIVE/METHODS:We analysed EHRs from 3269 children (1678 boys; 51.3% [weighted]) participating in the Millennium Cohort Study, living in Wales or Scotland at age seven whose parents consented to record linkage. We used height and weight measurements at age five to categorize children as obese (>98th centile) or overweight (>91st centile) (UK1990 clinical reference standards) and linked to hospital admissions, up to age 14 years, in the Patient Episode Database for Wales and Scottish Morbidity Records. Negative binomial regression models compared rates of inpatient admissions by weight status at age five. RESULTS:At age five, 11.5% and 6.7% of children were overweight or obese, respectively; 1221 (38%) children were subsequently admitted to hospital at least once. Admissions were not increased among children with overweight or obesity (adjusted rate ratio [RR], 95% confidence interval [CI]: 0.87, 0.68-1.10 and 1.16, 0.87-1.54, respectively). CONCLUSIONS:In this nationally representative cohort of children in Wales and Scotland, those with overweight or obesity at entry to primary school did not have increased rates of hospital admissions in later childhood and early adolescence."
31204027,https://doi.org/10.1016/j.injury.2019.06.012,"Comparing the outcomes of isolated, serious traumatic brain injury in older adults managed at major trauma centres and neurosurgical services: A registry-based cohort study.","Dunn MS, Beck B, Simpson PM, Cameron PA, Kennedy M, Maiden M, Judson R, Gabbe BJ.","Department of Epidemiology and Preventive Medicine, Monash University, Melbourne, Victoria, Australia. Electronic address: matthew.dunn@monash.edu.; Department of Epidemiology and Preventive Medicine, Monash University, Melbourne, Victoria, Australia.; Department of Epidemiology and Preventive Medicine, Monash University, Melbourne, Victoria, Australia.; Department of Epidemiology and Preventive Medicine, Monash University, Melbourne, Victoria, Australia; Emergency and Trauma Centre, The Alfred Hospital, Melbourne, Victoria, Australia.; Adult Retrieval Victoria, Ambulance Victoria, Melbourne, Victoria, Australia.; Department of Intensive Care, Geelong University Hospital, Geelong, Australia; Department of Intensive Care, Royal Adelaide Hospital, Adelaide, Australia.; Department of General Surgery, The Royal Melbourne Hospital, Melbourne, Victoria, Australia; Department of Surgery, The University of Melbourne, Melbourne, Victoria, Australia.; Department of Epidemiology and Preventive Medicine, Monash University, Melbourne, Victoria, Australia; Health Data Research UK, Swansea University Medical School, Swansea University, Swansea, United Kingdom.",Injury,2019,"BACKGROUND:The incidence of older adult traumatic brain injury (TBI) is increasing in both high and middle to low-income countries. It is unknown whether older adults with isolated, serious TBI can be safely managed outside of major trauma centres. This registry based cohort study aimed to compare mortality and functional outcomes of older adults with isolated, serious TBI who were managed at specialised Major Trauma Services (MTS) and Metropolitan Neurosurgical Services (MNS). METHOD:Older adults (65 years and over) who sustained an isolated, serious TBI following a low fall (from standing or ≤ 1 m) were extracted from the Victorian State Trauma Registry from 2007 to 2016. Multivariable models were fitted to assess the association between hospital designation (MTS vs. MNS) and the two outcomes of interest: in-hospital mortality and functional outcome, adjusting for potential confounders. Functional outcomes were measured using the Glasgow Outcome Scale Extended at six months post-injury. RESULTS:From 2007-2016, there were 1904 older adults who sustained an isolated, serious TBI from a low fall who received definitive care at an MTS (n = 1124) or an MNS (n = 780). After adjusting for confounders, there was no mortality benefit for patients managed at an MTS over an MNS (OR = 0.84; 95% CI: 0.65, 1.08; P = 0.17) or improvement in functional outcome six months post-injury (OR = 1.13; 95% CI: 0.94, 1.36; P = 0.21). CONCLUSION:For older adults with isolated, serious TBI following a low fall, there was no difference in mortality or functional outcome based on definitive management at an MTS or an MNS. This confirms that MNS without the added designation of a major trauma centre are a suitable destination for the management of isolated, serious TBI in older adults."
30183734,https://doi.org/10.1371/journal.pone.0202359,Time spent at blood pressure target and the risk of death and cardiovascular diseases.,"Chung SC, Pujades-Rodriguez M, Duyx B, Denaxas SC, Pasea L, Hingorani A, Timmis A, Williams B, Hemingway H.","Health Data Research UK London, University College London, London, United Kingdom.; Health Data Research UK London, University College London, London, United Kingdom.; Health Data Research UK London, University College London, London, United Kingdom.; Health Data Research UK London, University College London, London, United Kingdom.; Health Data Research UK London, University College London, London, United Kingdom.; Health Data Research UK London, University College London, London, United Kingdom.; Health Data Research UK London, University College London, London, United Kingdom.; Institute of Cardiovascular Science, University College London, London, United Kingdom.; Health Data Research UK London, University College London, London, United Kingdom.",PloS one,2018,"BACKGROUND:The time a patient spends with blood pressure at target level is an intuitive measure of successful BP management, but population studies on its effectiveness are as yet unavailable. METHOD:We identified a population-based cohort of 169,082 individuals with newly identified high blood pressure who were free of cardiovascular disease from January 1997 to March 2010. We used 1.64 million clinical blood pressure readings to calculate the TIme at TaRgEt (TITRE) based on current target blood pressure levels. RESULT:The median (Inter-quartile range) TITRE among all patients was 2.8 (0.3, 5.6) months per year, only 1077 (0.6%) patients had a TITRE ≥11 months. Compared to people with a 0% TITRE, patients with a TITRE of 3-5.9 months, and 6-8.9 months had 75% and 78% lower odds of the composite of cardiovascular death, myocardial infarction and stroke (adjusted odds ratios, 0.25 (95% confidence interval: 0.21, 0.31) and 0.22 (0.17, 0.27), respectively). These associations were consistent for heart failure and any cardiovascular disease and death (comparing a 3-5.9 month to 0% TITRE, 63% and 60% lower in odds, respectively), among people who did or did not have blood pressure 'controlled' on a single occasion during the first year of follow-up, and across groups defined by number of follow-up BP measure categories. CONCLUSION:Based on the current frequency of measurement of blood pressure this study suggests that few newly hypertensive patients sustained a complete, year-round on target blood pressure over time. The inverse associations between a higher TITRE and lower risk of incident cardiovascular diseases were independent of widely-used blood pressure 'control' indicators. Randomized trials are required to evaluate interventions to increase a person's time spent at blood pressure target."
30014898,https://doi.org/10.1016/j.envres.2018.07.015,Estimation of TETRA radio use in the Airwave Health Monitoring Study of the British police forces.,"Vergnaud AC, Aresu M, Kongsgård HW, McRobie D, Singh D, Spear J, Heard A, Gao H, Carpenter JR, Elliott P.","Department of Epidemiology and Biostatistics, MRC-PHE Centre for Environment and Health, School of Public Health, Imperial College London, London, United Kingdom.; Department of Epidemiology and Biostatistics, MRC-PHE Centre for Environment and Health, School of Public Health, Imperial College London, London, United Kingdom.; Faculty of Medicine, Norwegian University of Science and Technology (NTNU), Norway.; Department of Epidemiology and Biostatistics, MRC-PHE Centre for Environment and Health, School of Public Health, Imperial College London, London, United Kingdom.; Department of Epidemiology and Biostatistics, MRC-PHE Centre for Environment and Health, School of Public Health, Imperial College London, London, United Kingdom.; Department of Epidemiology and Biostatistics, MRC-PHE Centre for Environment and Health, School of Public Health, Imperial College London, London, United Kingdom.; Department of Epidemiology and Biostatistics, MRC-PHE Centre for Environment and Health, School of Public Health, Imperial College London, London, United Kingdom.; Department of Epidemiology and Biostatistics, MRC-PHE Centre for Environment and Health, School of Public Health, Imperial College London, London, United Kingdom.; Medical Statistics Unit, London School of Hygiene and Tropical Medicine London, WC1E 7HT, United Kingdom.; Department of Epidemiology and Biostatistics, MRC-PHE Centre for Environment and Health, School of Public Health, Imperial College London, London, United Kingdom; Imperial College London NIHR Biomedical Research Centre, London, United Kingdom; Health Data Research UK-London, London, United Kingdom. Electronic address: p.elliott@imperial.ac.uk.",Environmental research,2018,"BACKGROUND:The Airwave Health Monitoring Study aims to investigate the possible long-term health effects of Terrestrial Trunked Radio (TETRA) use among the police forces in Great Britain. Here, we investigate whether objective data from the network operator could be used to correct for misreporting in self-reported data and expand the radio usage availability in our cohort. METHODS:We estimated average monthly usage of personal radio in the 12 months prior to enrolment from a missing value imputation model and evaluated its performance against objective and self-reported data. Factors associated with TETRA radio usage variables were investigated using Chi-square tests and analysis of variance. RESULTS:The imputed data were better correlated with objective than self-reported usage (Spearman correlation coefficient = 0.72 vs. 0. 52 and kappa 0.56 [95% confidence interval 0.55, 0.56] vs. 0.46 [0.45, 0.47]), although the imputation model tended to under-estimate use for higher users. Participants with higher personal radio usage were more likely to be younger, men vs. women and officer vs. staff. The median average monthly usage level for the entire cohort was estimated to be 29.3 min (95% CI: [7.2, 66.6]). CONCLUSION:The availability of objective personal radio records for a large proportion of users allowed us to develop a robust imputation model and hence obtain personal radio usage estimates for ~50,000 participants. This substantially reduced exposure misclassification compared to using self-reported data and will allow us to carry out analyses of TETRA usage for the entire cohort in future work."
30981377,https://doi.org/10.1016/j.aap.2019.03.007,How much space do drivers provide when passing cyclists? Understanding the impact of motor vehicle and infrastructure characteristics on passing distance.,"Beck B, Chong D, Olivier J, Perkins M, Tsay A, Rushford A, Li L, Cameron P, Fry R, Johnson M.","Department of Epidemiology and Preventive Medicine, Monash University, Victoria, Australia. Electronic address: ben.beck@monash.edu.; Faculty of Science, The University of Melbourne, Victoria, Australia.; School of Mathematics and Statistics, University of New South Wales, New South Wales, Australia; School of Aviation, Transport and Road Safety (TARS) Research Centre, University of New South Wales, Sydney, Australia.; Department of Epidemiology and Preventive Medicine, Monash University, Victoria, Australia.; Department of Epidemiology and Preventive Medicine, Monash University, Victoria, Australia.; Department of Epidemiology and Preventive Medicine, Monash University, Victoria, Australia.; Faculty of Information Technology, Monash University, Victoria, Australia.; Department of Epidemiology and Preventive Medicine, Monash University, Victoria, Australia; Emergency and Trauma Centre, The Alfred, Melbourne, Victoria, Australia; National Trauma Research Institute, Victoria, Australia.; Health Data Research UK, Swansea UniversityMedical School,Swansea University, UK.; Institute of Transport Studies, Faculty of Engineering, Monash University, Victoria Australia; Amy Gillett Foundation, Victoria, Australia.",Accident; analysis and prevention,2019,"BACKGROUND:Understanding factors that influence the distance that drivers provide when passing cyclists is critical to reducing subjective risk and improving cycling participation. This study aimed to quantify passing distance and assess the impact of motor vehicle and road infrastructure characteristics on passing distance. METHODS:An on-road observational study was conducted in Victoria, Australia. Participants had a custom device installed on their bicycle and rode as per their usual cycling for one to two weeks. A hierarchical linear model was used to investigate the relationship between motor vehicle and infrastructure characteristics (location, presence of on-road marked bicycle lane and the presence of parked cars on the kerbside) and passing distance (defined as the lateral distance between the end of the bicycle handlebars and the passing motor vehicle). RESULTS:Sixty cyclists recorded 18,527 passing events over 422 trips. The median passing distance was 173 cm (Q1: 137 cm, Q3: 224 cm) and 1085 (5.9%) passing events were less than 100 cm. Relative to sedans, 4WDs had a reduced mean passing distance of 15 cm (Q1: 12 cm, Q3: 17 cm) and buses had a reduced mean passing distance of 28 cm (Q1: 16 cm, Q3: 40 cm). Relative to passing events that occurred on roads without a marked bicycle lane and without parked cars, passing events on roads with a bike lane with no parked cars had a reduced mean passing distance of 27 cm (Q1: 25 cm, Q3: 29 cm), and passing events on roads with a bike lane and parked cars had a mean lower passing distance of 40 cm (Q1: 37 cm, Q3: 43 cm). CONCLUSIONS:One in every 17 passing events was a close (<100 cm) passing event. We identified that on-road bicycle lanes and parked cars reduced passing distance. These data can be used to inform the selection and design of cycling-related infrastructure and road use with the aim of improving safety for cyclists."
